Gold Standard ID,Language,X,text,user_name,user_id,label,English translations
gs152,Kiswahili,3495,"RT @anc_party: Kenya Kwanza, In Likuyani Market, Kakamega County

#EarthquakeInKakamega
#KaziniKaziPesaMfukoni

https://t.co/m48d2mQvmw",Tita Ket,1234381116884340738,non-hateful,
gs153,Kiswahili,2147,The new anthem in Kenya. #EarthquakeInVihiga #EarthquakeInBusia #Uhuru #mwai kibaki #OscarSudi @WilliamsRuto… https://t.co/z2pG73mIfR,Ruto 1,1366445546433630213,non-hateful,
gs154,Kiswahili,6395,"RT @HassanAliJoho: Yes BABA. 

#AzimioMtaaniSiaya",kakamega pundit,1475794655203799048,non-hateful,
gs155,Kiswahili,912,"RT @Dynasty045: #Earthquake Wanaipata . Tuzidi Kumuomba Mungu.🙏🙏🙏🙏
@WilliamsRuto @MusaliaMudavadi @Wetangulam @UDAKenya @ColettaAluda1 @ess…",Makokha Kelvin,1190978384,non-hateful,
gs156,Kiswahili,1422,RT @PeterRatemo4: @mithika_Linturi KENYA Kwanza https://t.co/Ulb4kYZCf2,Peter nyakeri,2422391453,non-hateful,
gs157,Kiswahili,4405,"RT @anc_party: Kenya Kwanza Rally at Nabongo Grounds, Matungu, Kakamega County

#EarthquakeInKakamega
#KaziniKaziPesaMfukoni

https://t.co/…",Captain Rono.,3416173552,non-hateful,
gs158,Kiswahili,10650,RT @KANUParty_ke: Boni Khalwale amesema muungano wa One Kenya Alliance iko strong Mkoa wa Magharibi. Kesho tukutane Kakamega. https://t.co/…,DaimaMimiMkenya,1276214165972140033,non-hateful,
gs159,Kiswahili,5079,RT @RailaOdinga: Cheki vile Azimio imebamba. #OneLove #Inawezekana https://t.co/Sj1u8fTdBm,Kenya West,1194186776157577218,non-hateful,
gs160,Kiswahili,4796,@anc_party Kenya kwanza all the way #eathquakeInKakamega https://t.co/ndH6JbYRuu,Uchumi Kwanza,1397415311964622849,non-hateful,
gs161,Kiswahili,8012,"@UDAKenya Na hii hapa sasa,😂😂😂https://t.co/kJA5TpKpDt",Hosea kipchumba,1266081827149811713,non-hateful,
gs162,Kiswahili,3240,RT @UDAKenya: https://t.co/YCyxNDrBsn,Hawa pesa,1210860229358809088,non-hateful,
gs163,Kiswahili,3260,RT @NahashonKimemia: https://t.co/zFqneURckz,Evans Evanson,133669966,non-hateful,
gs164,Kiswahili,494,RT @UDAKenya: https://t.co/ZWVDs5sybp,Sam,2290316231,non-hateful,
gs165,Kiswahili,5409,RT @UDAKenya: https://t.co/hcCtv3ZbEl,Mhe litundunya,1385474893999968259,non-hateful,
gs166,Kiswahili,2611,RT @karibuMathare: @MikeSonko https://t.co/BuJQfP2VVk,Hunk_CO🔱〽️♣️,1488420804039692289,non-hateful,
gs167,Kiswahili,1489,RT @Alisimo46534522: @HonTimWanyonyi https://t.co/IGmIxsffTq,Jay-C,1380032532650004482,non-hateful,
gs168,Kiswahili,362,RT @its_wambugu: @susankihika https://t.co/B6ZMfm0n22,Erique Omolo,1215375326710259712,non-hateful,
gs169,Kiswahili,9410,RT @KotoshKemboi: @susankihika https://t.co/9pR2bPEdbw,norm,1322706946902888451,non-hateful,
gs170,Kiswahili,1083,"Kenya Kwanza, In Nambale, Busia County

#EarthquakeInBusia
#KaziniKaziPesaMfukoni

https://t.co/JK8Z3qfcA7",ANC PARTY,3370540217,non-hateful,
gs171,Kiswahili,6186,"Azimio La Umoja Campaigns in Ugunja , Siaya County led by @HassanAliJoho @JunetMohamed
#AzimioMtaaniSiaya https://t.co/fSqxgCzBhj",Charles Mark Dienya,786846492,non-hateful,
gs172,Kiswahili,7423,@OleItumbi @UDAKenya @susankihika Tuko na hesabu ya arama anaenda nyumbani saa mbili rongai tuliamua kitambo hakuna… https://t.co/gwvDQOQ6Ft,mr observer,1331627139846770695,non-hateful,
gs173,Kiswahili,10448,"RT @Hon_Kagesi: Well put SG @GikuruSK well presented. 

#KenyaKwanzaInNakuru
@KenyaKwanzaCo https://t.co/vezO1mb1XC",Kenya Kwanza Coalition,750923058,non-hateful,
gs174,Kiswahili,7283,@MillicentOmanga Mama wa kuchapa kazi #EarthquakeInKisii,SOSPETER DAD Ps,2906431647,non-hateful,
gs175,Kiswahili,564,"@MoiGideon @kipro_hon @skmusyoka #OKAVolcano Kujeni #AzimioLaUmoja, ambieni Pharaoh nimeokoka ninaenda kanani,",¶Shamakhokho Finest ™¶,1422230226700996608,non-hateful,
gs176,Kiswahili,9079,"@brianagash @ledamalekina @RailaOdinga Thanks for the handshake,karibu Azimio 😂😂
#AzimioLaUmoja",Stephen Ochieng🇰🇪,832187196723576832,non-hateful,
gs177,Kiswahili,2592,@MikeSonko Waaah aki pesa wewe 🙏🙏🙏🙏🙏🙏,Clêôh th Lôvêchîld,323231068,non-hateful,
gs178,Kiswahili,8780,@JunetMohamed @HassanAliJoho Azimio la umoja https://t.co/1QcjvrQZzN,John Omondi+254,1317109273181229057,non-hateful,
gs179,Kiswahili,9750,@RailaOdinga @WilliamsRuto @UDAKenya @TheODMparty @MusaliaMudavadi @anc_party #AzimioLaUmoja #Inawezekana… https://t.co/nx5s36bgJ3,john wainaina,466347766,non-hateful,
gs180,Kiswahili,6578,"RT @RailaOdinga: Asanteni kwa kazi safi wanajeshi wangu na pia kwa watu wa Siaya. 

#OneLove #Inawezekana https://t.co/0t9ejR9L2P",Governor Hassan Joho,552869469,non-hateful,
gs181,Kiswahili,4893,"RT @ntvkenya: 'Ukiwa na NHIF utatibiwa bila malipo,' Uhuru asema akifungua kituo cha matibabu ya saratani Mombasa 

https://t.co/j3TssavFM9…",Zuleikha Juma Hassan,1488536312,non-hateful,
gs182,Kiswahili,1529,@MikeSonko Kuna 200bob straight to Ur mpesa inapeanwa Kwa app inaitwa Leja Kwa play store it's around 12mbz then us… https://t.co/VFbYwhVV38,Peter Maxharya,421599555,non-hateful,
gs183,Kiswahili,5171,@mamangilu @WilliamsRuto 😂😂😂 https://t.co/8GJ48RFFE9,Rotich Kipleting Jeffrey. (BOptom),610919647,non-hateful,
gs184,Kiswahili,10876,Nyote mwakaribishwa #Genowa #GovernorWanga https://t.co/lsJUciRDYd,"Hon Gladys Wanga, CBS",78027558,non-hateful,
gs185,Kiswahili,4191,Kauli ya Atwoli inajiri wiki chache baada ya @MusaliaMudavadi na @Wetangulam kutangaza watafanya kazi na DP… https://t.co/6EH2RzgpW7,TUKO.co.ke | The Heartbeat of Kenya,3131354884,non-hateful,
gs186,Kiswahili,3442,"RT @allanchesanng: Kenya kwanza Tuko Imara. Kesho tunawakaribisha Ingo. #EarthQuakeInTransnzoia
@MusaliaMudavadi @WilliamsRuto @Wetangulam…",HRM Irene,1380950225574060034,non-hateful,
gs187,Kiswahili,5712,"RT @cheruiyotbonif1: Since Governor @AnneWaiguru joined @UDAKenya   , Kazi imefanywa na inaongea .

#WiraWarie |waiguru| https://t.co/jxnwq…",kamau mutoru,1452501467374493698,non-hateful,
gs188,Kiswahili,9185,RT @AmbatiLucy: @NahashonKimemia @Jnr_gichuru https://t.co/7OD4CsyKv0,Gichuru,1460455648760668163,non-hateful,
gs189,Kiswahili,4348,RT @YuleBaba: @OleItumbi @WilliamsRuto https://t.co/RObX8K4oGK,Ambroz🌍🇰🇪,1405018890221068288,non-hateful,
gs190,Kiswahili,3576,RT @BrianOchako: @NickSalesGuru @WanjikuHSC https://t.co/y33ZLedZmR,Chief of Defense Forces🐦,1144930964356964352,non-hateful,
gs191,Kiswahili,5049,RT @okinyitj: @CharleenRuto @NahashonKimemia https://t.co/LXr4V7BGDw,MAMA NGANGARI,1338067725302771713,non-hateful,
gs192,Kiswahili,5251,RT @matesobilachuki: @mwithigaP @ledamalekina https://t.co/GIXBBTWIIe,tecwizard,2502624022,non-hateful,
gs193,Kiswahili,5389,RT @matesobilachuki: @CaptainKipkorir @Moha001_Onyango https://t.co/jjB1wtR7Ip,Mangiti Ongechi,431735192,non-hateful,
gs194,Kiswahili,2813,"@ledamalekina Mhesh kuna a pair of shoes ilikua unijenge 2020/2021😂😂
Good job lakini 🇰🇪.Zingine tano zaidi",Saulo Leteipa,894990365761167360,non-hateful,
gs195,Kiswahili,7599,@SABINACHEGE @JunetMohamed @HassanAliJoho @kaninikega1 @ledamalekina Mbele iko sawa under Azimio la umoja leadershi… https://t.co/8ZIwzushen,Lonyango,1462145468209799171,non-hateful,
gs196,Kiswahili,7812,"RT @revolutionery21: @anc_party Kenya Kwanza imefika mashinani.
#EarthquakeInNyamira",revolutionery,1478672197241778178,non-hateful,
gs197,Kiswahili,8733,"RT @shimolatewa001: @WilliamsRuto @HonJumwa
@UDAKenya @UDAKenya @UDAKenya @shimolatewa001 

6pc https://t.co/9OlnpHpNtk",Ngaly Sumu Kali,1490980649708269574,non-hateful,
gs198,Kiswahili,1437,"RT @anc_party: Kenya Kwanza, In Butula, Busia County

#EarthquakeInBusia
#KaziniKaziPesaMfukoni

https://t.co/qK2zE7uDl2",Tita Ket,1234381116884340738,non-hateful,
gs199,Kiswahili,1241,"RT @anc_party: Kenya Kwanza, In Butula, Busia County

#EarthquakeInBusia
#KaziniKaziPesaMfukoni

https://t.co/DxuJbWRFRG",MBAI,1380864648258453507,non-hateful,
gs200,Kiswahili,10628,"RT @anc_party: Kenya Kwanza engaging supporters in Kuresoi South, Nakuru County.

#KenyaKwanzaInNakuru https://t.co/TkFBGEF0Nv",Captain Rono.,3416173552,non-hateful,
